2019,Dec,Mexico,Regular,Cajeta,Norte,ABYT055818,Atole mix,-3.2e-13
2020,May,Mexico,Regular,Cajeta,Norte,ABYT055818,Atole mix,0.0
2019,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,126993.08
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,633.222816
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-3.2599999999999997e-13
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-3.0899999999999996e-12
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,6.3200000000000005e-12
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,3.4400000000000003e-12
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,61.647251000000004
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,3266.6437260000002
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,21389.12001
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1029.174642
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-2.484474
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,685.478971
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,4294.46944
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,28.981495000000002
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,4901.020979999999
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-256.125448
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,818.72559
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,14533.988809999999
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,6.99e-15
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-2.12e-13
2019,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-5.51e-12
2019,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,15112.01175
2019,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-1.7899999999999997e-13
2019,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-2.74e-15
2019,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-1.7200000000000001e-12
2019,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,38789.44198
2019,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-7.370000000000001e-15
2019,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,10142.77096
2019,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,17500.17484
2019,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-4.75e-14
2019,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.4e-10
2019,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,6118.3509
2019,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,34936.78665
2019,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,9.54e-11
2019,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,10195.84607
2019,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.35e-13
2019,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-1.3699999999999999e-11
2019,Sep,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.75e-11
2019,Sep,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,9.81e-15
2019,Sep,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,3713.2789399999997
2019,Sep,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,21841.06479
2019,Sep,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,2.02e-09
2019,Oct,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,94512.72132000001
2019,Oct,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-1.83e-12
2019,Oct,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,6.950000000000001e-10
2019,Oct,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,3.88e-10
2019,Nov,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,2.33e-12
2019,Nov,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,32706.346530000003
2019,Nov,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,71508.03489
